	mean	Vm_per_gen	Vm_per_median_gen	Vm_per_mut	Vm_per_median_mut	median	abs_mean	abs_median	k0	k4	k0:k4	k0:k4_Group
ChCC-v11000118m.g	0.19547008706923283	0.0024040309586347	0.0023899312984804	0.0111962761798135	0.014099372855651	-0.0802884801372158	0.19547008706923283	0.0802884801372158	0.1951137713224958	0.4133139735387683	0.4720715577359844	(0.4, 0.8]
ChCC-v11000120m.g	1.0976288950131297	0.0049742575164814	0.0049450834576986	0.0231665739344998	0.0291734643237392	1.3398710634633	1.0976288950131297	1.3398710634633				
ChCC-v11000123m.g	0.8084763892060322	0.0056808232297602	0.0056475051576077	0.0264572573745955	0.0333173932539202	0.200118285835501	0.8084763892060322	0.200118285835501				
ChCC-v11000124m.g	-0.08186482587599403	0.0031217963135604	0.0031034869540514	0.0145391196308035	0.0183089864322219	0.178617812833518	0.08186482587599403	0.178617812833518				
ChCC-v11000133m.g	-0.4014212113779587	0.0010696764611718	0.001063402800459	0.0049817965277482	0.0062735328789361	-0.501943610146149	0.4014212113779587	0.501943610146149	0.1029651553314401	0.2618882041571811	0.3931645400479437	(0.0, 0.4]
ChCC-v11000136m.g	0.38810357871423456	0.0011178145057974	0.0011112585150808	0.0052059894984954	0.0065558571299116	0.313848283227138	0.38810357871423456	0.313848283227138	0.0461542094850268	0.2970565258187439	0.15537180796758152	(0.0, 0.4]
ChCC-v11000138m.g	2.2536306574579754	0.0144008403375071	0.0143163792976162	0.0670689306479201	0.0844593188885217	2.38498146445501	2.2536306574579754	2.38498146445501				
ChCC-v11000142m.g	1.028746626523602	0.0035995069848166	0.0035783958485282	0.01676395812143	0.0211107061218008	1.20303239731789	1.028746626523602	1.20303239731789	0.0281825064401794	0.1538923107732105	0.1831313487891651	(0.0, 0.4]
ChCC-v11000143m.g	1.343158178510478	0.0046095338412896	0.004582498889681	0.0214679489720813	0.0270344007366659	1.16049064813606	1.343158178510478	1.16049064813606	0.0425766974259279	0.2311896622742685	0.18416350024949496	(0.0, 0.4]
ChCC-v11000147m.g	0.271670046753877	0.002568896145634	0.0025538295498835	0.0119641016354093	0.0150662887491715	0.232550746386802	0.271670046753877	0.232550746386802				
ChCC-v11000148m.g	0.046265035518963105	0.0007746907569758	0.0007701471896981	0.0036079617185861	0.0045434746966119	0.148716133340332	0.046265035518963105	0.148716133340332	0.2328948253756927	0.3924361078234109	0.5934592172657343	(0.4, 0.8]
ChCC-v11000149m.g	-1.1872879605067341	0.0053845324890666	0.0053529521643985	0.0250773446282927	0.0315796811784119	-1.16110471650709	1.1872879605067341	1.16110471650709	0.1888436456449478	0.4898454670318305	0.385516776932176	(0.0, 0.4]
ChCC-v11000152m.g	0.8013442374105344	0.0041425192466655	0.0041182233392642	0.0192929252426099	0.024295412340953	0.996330537233802	0.8013442374105344	0.996330537233802	0.1438759282566594	0.4494075509356302	0.3201457740465672	(0.0, 0.4]
ChCC-v11000153m.g	0.4169152675881103	0.0020762005741511	0.0020640236417357	0.0096694740761925	0.0121766842947386	0.364069371302266	0.4169152675881103	0.364069371302266				
ChCC-v11000159m.g	-0.4297455476457635	0.0012105672844174	0.0012034672979372	0.0056379663506004	0.0070998418088373	0.0	0.4297455476457635	0.0				
ChCC-v11000161m.g	0.36294737534236	0.0006241665544779	0.0006205058128113	0.0029069264274806	0.0036606670741913	0.445391626260696	0.36294737534236	0.445391626260696	0.2196692669378908	0.4698691923869975	0.46751153405470564	(0.4, 0.8]
ChCC-v11000163m.g	0.46477827427413404	0.0007015347608817	0.0006974202540867	0.0032672528214996	0.0041144229567199	0.526003283692843	0.46477827427413404	0.526003283692843	0.234435236397362	0.5605221434156257	0.4182443800860315	(0.4, 0.8]
ChCC-v11000165m.g	1.4095771345751738	0.0053291026850361	0.005297847456597	0.0248191917986505	0.0312545915735816	1.24509916224688	1.4095771345751738	1.24509916224688	0.0645287889580929	0.2652573307068568	0.24326863572869714	(0.0, 0.4]
ChCC-v11000166m.g	0.06988090755775213	0.000346715397827	0.0003446819093388	0.0016147551411192	0.0020334470532503	0.107875742890515	0.06988090755775213	0.107875742890515				
ChCC-v11000167m.g	1.2282652588607772	0.0052243495914676	0.005193708740732	0.0243313259656128	0.0306402263888486	1.57889311273687	1.2282652588607772	1.57889311273687	0.0599660636331233	0.1964944397523524	0.3051794427806723	(0.0, 0.4]
ChCC-v11000168m.g	-0.49404607097390457	0.0043062353785637	0.0042809792747833	0.0200553992121064	0.0252555891547442	0.101579214707346	0.49404607097390457	0.101579214707346	0.0998033730271533	0.3517144927498202	0.28376246951570727	(0.0, 0.4]
ChCC-v11000171m.g	0.0030731313610281585	0.0012031149798412	0.0011960587011849	0.0056032587858282	0.0070561348754984	-0.0376214659315472	0.0030731313610281585	0.0376214659315472	0.0629239731780868	0.3523804825077413	0.1785682700990809	(0.0, 0.4]
ChCC-v11000173m.g	0.7266545261302331	0.002959700099539	0.0029423414355782	0.0137841900932421	0.0173583102557077	0.251783596618687	0.7266545261302331	0.251783596618687	0.0984930552148546	0.4474717080912341	0.22011012860453974	(0.0, 0.4]
ChCC-v11000176m.g	0.5416239786280395	0.0022120024537822	0.002199029042293	0.0103019431983667	0.0129731471391706	0.377035072441069	0.5416239786280395	0.377035072441069	0.0618048983895862	0.2729106294011479	0.22646570610021918	(0.0, 0.4]
ChCC-v11000177m.g	-0.22121592615855457	0.0036331116646451	0.0036118034366498	0.0169204649563122	0.0213077938127458	0.200657639796491	0.22121592615855457	0.200657639796491	0.0955969132216331	0.3656666709626965	0.2614318471244688	(0.0, 0.4]
ChCC-v11000178m.g	0.12537421138389132	0.0019999639888689	0.0019882341846154	0.0093144179731254	0.0117295652435987	0.181244842541365	0.12537421138389132	0.181244842541365	0.0579556512838285	0.4807733845656984	0.12054671315921976	(0.0, 0.4]
ChCC-v11000179m.g	0.19086985201954557	0.0006280214589153	0.0006243381082044	0.0029248798463303	0.0036832756578248	0.115006369209685	0.19086985201954557	0.115006369209685	0.1990349969430345	0.4691551404936218	0.4242413218229257	(0.4, 0.8]
ChCC-v11000182m.g	0.34186361392221937	0.0018846408796666	0.00187358744634	0.008777324481918	0.0110532080986643	0.010854566134094	0.34186361392221937	0.010854566134094	0.0538495588539433	0.4256660706979004	0.12650658006557652	(0.0, 0.4]
ChCC-v11000185m.g	0.2736006818271651	0.0005837513685477	0.000580327662259	0.0027187010712691	0.0034236365262222	0.319620345008371	0.2736006818271651	0.319620345008371	0.0415861437899786	0.2752312080876024	0.1510953066657408	(0.0, 0.4]
ChCC-v11000186m.g	-0.31130711459754473	0.0007877383492569	0.0007831182577497	0.003668728176745	0.0046199973669123	-0.320191224758978	0.31130711459754473	0.320191224758978				
ChCC-v11000189m.g	0.747121214435727	0.0024573976312007	0.0024429849750992	0.01144482040205	0.0144123624250534	0.720261126900669	0.747121214435727	0.720261126900669	0.1946333966138134	0.4419064759270333	0.44044024520236014	(0.4, 0.8]
ChCC-v11000197m.g	0.830234584401	0.0043508226271194	0.0043253050187816	0.0202630550857274	0.0255170883836689	0.56469957933932	0.830234584401	0.56469957933932				
ChCC-v11000205m.g	0.5102637111439893	0.0041012569419562	0.004077203038291	0.0191007546061706	0.0240534135360333	0.0917967852317008	0.5102637111439893	0.0917967852317008	0.243089601490659	0.6157823242350249	0.3947654746222941	(0.0, 0.4]
ChCC-v11000212m.g	1.1010310486071175	0.006144862874509	0.0061088232062532	0.0286184258913021	0.0360389339011471	0.482352898530787	1.1010310486071175	0.482352898530787	0.2129613512595178	0.6052755046434355	0.35184201182067026	(0.0, 0.4]
ChCC-v11000217m.g	0.5595602999987683	0.0042397091250431	0.0042148431982539	0.0197455669676632	0.024865420113989	0.270627660826168	0.5595602999987683	0.270627660826168	0.045625675996708	0.2457169660081727	0.1856838652125896	(0.0, 0.4]
ChCC-v11000220m.g	0.2669352619292148	0.0027921806182773	0.0027758044573689	0.0130040028119723	0.0163758272230282	-0.126336360573152	0.2669352619292148	0.126336360573152	0.0937696315613239	0.4380189314063684	0.21407666390183924	(0.0, 0.4]
ChCC-v11000221m.g	0.1616349970320181	0.0023125201402112	0.0022989571917142	0.0107700835000435	0.0135626721344541	0.373617727535686	0.1616349970320181	0.373617727535686	0.0028790822303742	0.3196703246674451	0.009006410693170616	(0.0, 0.4]
ChCC-v11000224m.g	0.5259131299246617	0.0029860754617106	0.0029685621060468	0.0139070278787354	0.0175129988066702	0.591294446951672	0.5259131299246617	0.591294446951672				
ChCC-v11000227m.g	0.2247371264656081	0.0008433443269569	0.0008383981059607	0.0039277014987575	0.004946120210622	0.348841357875145	0.2247371264656081	0.348841357875145	0.0803553714242868	0.458697985196878	0.17518143531805014	(0.0, 0.4]
ChCC-v11000231m.g	-0.005960599106158917	0.0003722968813013	0.0003701133572148	0.0017338956010369	0.0021834795943914	0.0087199273301414	0.005960599106158917	0.0087199273301414	0.0898013571098831	0.4345506536443839	0.2066533702268283	(0.0, 0.4]
ChCC-v11000236m.g	0.034175953730550004	0.000330638655295	0.000328699457026	0.0015398810431741	0.0019391587553195	0.0739043699260587	0.034175953730550004	0.0739043699260587	0.0550608783453725	0.3946297332538458	0.13952541763991858	(0.0, 0.4]
ChCC-v11000238m.g	1.344556963031516	0.006290131131956	0.0062532394642475	0.029294982707135	0.0368909159933412	1.23839044369656	1.344556963031516	1.23839044369656	-0.0	0.3795814754158887	-0.0	
ChCC-v11000240m.g	0.057605351174640176	0.0003279593212381	0.0003260358372841	0.0015274025998449	0.0019234447605653	0.104411759333785	0.057605351174640176	0.104411759333785	0.0175806467462565	0.1584818202504052	0.11093163063421813	(0.0, 0.4]
ChCC-v11000241m.g	0.21628109447837782	0.0007538178337832	0.0007493966863614	0.0035107504027729	0.0044210573352119	0.0292188354181092	0.21628109447837782	0.0292188354181092	0.0252883678780012	0.1849811419361352	0.13670781579849914	(0.0, 0.4]
ChCC-v11000243m.g	-0.8596816369403112	0.0037328866766981	0.0037109932674859	0.017385146405932	0.021892963105828	-0.365517055518493	0.8596816369403112	0.365517055518493	0.0517446536152135	0.3078963075485333	0.168058701408938	(0.0, 0.4]
ChCC-v11000244m.g	-0.29355380058802794	0.0013390478623138	0.0013311943362511	0.0062363380265986	0.0078533660369526	-0.0136189325777016	0.29355380058802794	0.0136189325777016	0.0276347050394746	0.2214911467573038	0.12476663489288349	(0.0, 0.4]
ChCC-v11000246m.g	-0.10325379083489009	0.0002625090428716	0.0002609694253061	0.001222581486787	0.0015395861938191	-0.104756239805712	0.10325379083489009	0.104756239805712	0.0134393671801986	0.1721808312333752	0.07805379428086731	(0.0, 0.4]
ChCC-v11000248m.g	0.3326920756308716	0.0020467020885076	0.0020346981649385	0.0095320909901034	0.0120036789737084	0.306507873095368	0.3326920756308716	0.306507873095368	0.0399710072179024	0.2945213217877119	0.1357151562925319	(0.0, 0.4]
ChCC-v11000250m.g	-0.5127290513505347	0.0008872159301068	0.000882012401819	0.0041320244021515	0.0052034222592349	-0.333039873990293	0.5127290513505347	0.333039873990293	0.1487955649684193	0.610532221726382	0.24371451607856986	(0.0, 0.4]
ChCC-v11000264m.g	0.9287761205637559	0.0031776439369451	0.0031590070306933	0.0147992183675336	0.0186365265008613	1.0278263153075	0.9287761205637559	1.0278263153075				
ChCC-v11000265m.g	0.005797491756426154	0.0002598865702619	0.0002583623335185	0.0012103678638687	0.0015242056850966	-0.0098418478427944	0.005797491756426154	0.0098418478427944	0.0416412228728037	0.4408399986765892	0.09445881271620434	(0.0, 0.4]
ChCC-v11000266m.g	0.863950980263457	0.002324342574613	0.0023107102874469	0.0108251440391787	0.0136320093907376	0.573940525584148	0.863950980263457	0.573940525584148				
ChCC-v11000268m.g	-0.14420758966821595	0.0003520813485127	0.0003500163886822	0.0016397459448476	0.0020649177542291	-0.0464709290382695	0.14420758966821595	0.0464709290382695	0.0679476715141699	0.348573637792092	0.19493060905167342	(0.0, 0.4]
ChCC-v11000270m.g	-0.04680731833142115	0.000950667156195	0.0009450914859757	0.0044275353433393	0.005575556607818	-0.25719839355414	0.04680731833142115	0.25719839355414	0.1523224645266893	0.5358471498721566	0.2842647657322254	(0.0, 0.4]
ChCC-v11000271m.g	0.5118601056030992	0.0031180940426532	0.0030998063969917	0.0145218770710019	0.0182872730271821	0.736888148456221	0.5118601056030992	0.736888148456221				
ChCC-v11000274m.g	0.2574755205531371	0.0009721905144889	0.0009664886096069	0.0045277759258953	0.0057017886983832	0.107283671400526	0.2574755205531371	0.107283671400526	0.0409192381878257	0.3693573638233455	0.11078495299039541	(0.0, 0.4]
ChCC-v11000275m.g	-0.17619031489464343	0.0025824335851835	0.0025672875922454	0.0120271494557458	0.015145684318947	-0.246767548254902	0.17619031489464343	0.246767548254902	0.0124484185567783	0.4754282602478132	0.02618358982339346	(0.0, 0.4]
ChCC-v11000277m.g	-0.26093505719130483	0.0003324102928917	0.0003304607039545	0.0015481320782749	0.0019495492117948	-0.144201118878467	0.26093505719130483	0.144201118878467	0.0184716387189773	0.275793585093988	0.06697631749731355	(0.0, 0.4]
ChCC-v11000288m.g	-0.14402485920757008	0.000661633809074	0.0006577533216697	0.0030814224041865	0.0038804083343991	-0.104750903997128	0.14402485920757008	0.104750903997128	0.0373742803109068	0.3717121538268464	0.1005462961760372	(0.0, 0.4]
ChCC-v11000290m.g	0.38480882974033015	0.0011802178403768	0.0011732958536205	0.0054966201020581	0.0069218457119263	0.401590126634138	0.38480882974033015	0.401590126634138	0.011490075358637	0.1825802788875001	0.06293163439473548	(0.0, 0.4]
ChCC-v11000301m.g	0.14750260406476778	0.0007995773913593	0.0007948878637786	0.0037238660628054	0.0046894320255034	0.0751209588412398	0.14750260406476778	0.0751209588412398	0.0837425021997424	0.4195871008265392	0.19958311882033344	(0.0, 0.4]
ChCC-v11000304m.g	-1.527870791026189	0.0078664803395418	0.0078203433715463	0.036636502590882	0.0461360278953458	-1.16749267893348	1.527870791026189	1.16749267893348	0.2780092440170617	0.836056252948495	0.3325245676192417	(0.0, 0.4]
ChCC-v11000306m.g	0.21331210430536826	0.0017295592289722	0.0017194153507257	0.0080550638199417	0.0101436715519923	0.0415874789189315	0.21331210430536826	0.0415874789189315	0.1009426154795734	0.3151446861138058	0.32030562445568495	(0.0, 0.4]
ChCC-v11000308m.g	0.4137245276065226	0.0023609649615725	0.0023471178838237	0.0109957052198862	0.0138467955966934	0.0068426871815001	0.4137245276065226	0.0068426871815001	0.0090226652074065	0.1946333966138134	0.04635723038481953	(0.0, 0.4]
ChCC-v11000310m.g	0.5993156188291527	0.0027724861038202	0.0027562254513913	0.0129122796907302	0.0162603210971425	0.796712102921199	0.5993156188291527	0.796712102921199	0.0783270169168684	0.438925511357505	0.17845173016856386	(0.0, 0.4]
ChCC-v11000314m.g	0.9688076767115222	0.0055136633612941	0.0054813256830622	0.0256787449154254	0.0323370193100907	0.596603341658389	0.9688076767115222	0.596603341658389	0.0156909488704797	0.3282166648070216	0.04780667940704764	(0.0, 0.4]
ChCC-v11000315m.g	-1.4077719411724996	0.0057485130393651	0.005714797965956	0.0267725086404634	0.0337143864210503	-1.38023398665432	1.4077719411724996	1.38023398665432				
ChCC-v11000316m.g	0.8218798658096738	0.0037500125989288	0.0037280187460503	0.0174649068409796	0.0219934047254168	0.923313651372911	0.8218798658096738	0.923313651372911	0.1274119484578614	0.6327122324846479	0.20137424553579011	(0.0, 0.4]
ChCC-v11000318m.g	1.3904182872316988	0.0073528836686582	0.0073097589491073	0.0342445324909997	0.0431238408292019	1.80950453018423	1.3904182872316988	1.80950453018423	0.0838596515024097	0.5210350136945177	0.1609482075067925	(0.0, 0.4]
ChCC-v11000322m.g	0.5343004544003132	0.0028217667686082	0.0028052170846995	0.013141794178183	0.0165493466876514	0.518789833893701	0.5343004544003132	0.518789833893701	0.1555312944296286	0.4559920291647287	0.3410833621686891	(0.0, 0.4]
ChCC-v11000323m.g	0.09825523309290843	0.0018898661803544	0.0018787821005989	0.0088016602374181	0.0110838539031272	0.149420485118366	0.09825523309290843	0.149420485118366	0.0542872557470652	0.4758410474893486	0.11408695410683416	(0.0, 0.4]
ChCC-v11000325m.g	0.08767574995133544	0.0006302004836585	0.0006265043529507	0.0029350282026735	0.0036960553943779	0.179325977771208	0.08767574995133544	0.179325977771208	0.0403943772545469	0.292820423057718	0.1379493166246288	(0.0, 0.4]
ChCC-v11000327m.g	-0.8581191977123208	0.0038476313176955	0.0038250649302769	0.0179195458013083	0.0225659275994003	0.0	0.8581191977123208	0.0	0.0427609510283698	0.2964845524831097	0.14422657325732285	(0.0, 0.4]
ChCC-v11000329m.g	0.15225421314950044	0.0007484079412334	0.0007440185228732	0.0034855549489152	0.0043893289201119	0.228805219182551	0.15225421314950044	0.228805219182551	0.0487337452151101	0.2326161962278796	0.2095028033532484	(0.0, 0.4]
ChCC-v11000332m.g	-0.7284022330608884	0.0026655728696477	0.0026499392641636	0.0124143534503158	0.0156332869292223	-0.219908491913064	0.7284022330608884	0.219908491913064				
ChCC-v11000333m.g	0.6089209468969027	0.0015674988801193	0.0015583054870714	0.0073003013169728	0.0091932057206822	0.443124473451809	0.6089209468969027	0.443124473451809	0.1353888190608775	0.4842552706647857	0.2795815084779887	(0.0, 0.4]
ChCC-v11000335m.g	-0.3961531516482536	0.0007599870247514	0.0007555296949769	0.0035394821317211	0.0044572389506635	-0.305401258573237	0.3961531516482536	0.305401258573237	0.0581686757594058	0.3652612313042039	0.15925225776551313	(0.0, 0.4]
ChCC-v11000336m.g	0.7446453850166995	0.0024400814319652	0.0024257703355061	0.0113641737912696	0.0143108048521001	0.679882686348695	0.7446453850166995	0.679882686348695	0.0176042671388566	0.2583662337070866	0.0681368725559347	(0.0, 0.4]
ChCC-v11000344m.g	-0.9914014664160101	0.0035769554180022	0.0035559765468275	0.0166589288706901	0.0209784437031941	-0.781320638993167	0.9914014664160101	0.781320638993167				
ChCC-v11000347m.g	0.30861174530591673	0.0034471434109541	0.0034269258882041	0.0160543563392314	0.0202171107919276	0.417723639478916	0.30861174530591673	0.417723639478916				
ChCC-v11000353m.g	-0.3025816822230207	0.0015488972422098	0.001539812947912	0.0072136680418545	0.0090841091935885	-0.777021998609343	0.3025816822230207	0.777021998609343				
ChCC-v11000354m.g	1.9168044110181837	0.0093511934905718	0.0092963486684695	0.0435512465242019	0.0548437045685067	2.03184589085392	1.9168044110181837	2.03184589085392	0.0389066157067264	0.2870183875947091	0.13555443619056692	(0.0, 0.4]
